Subject,Run Name,Green To Yellow,Yellow To Red,Red To Green,Accel Pedal Changed 10%,Accel Pedal Change Direction,First Stop Frame,Dist From Stop Line,Min Accel After Accel Pedal Change,Max Accel After Accel Pedal Change,Ov Vel at Green To Yellow,Ov Dist at Green to Yellow,Ov Vel at Stop Line,Frame at Stop Line,Vel at Yellow to Red,Event Id
Subj_002YM_,Run_002YM_D3HS_T1BOI,4949059,4950035,4951235,N,-1,4950751,9.24765625,-15.33818626,13.66308403,44.83042908,244.1871094,3.489551783,4951639,15.97854424,314
Subj_002YM_,Run_002YM_D3HS_T1BOI,4971675,4972651,4973851,N,-1,4972775,-2.078515625,-28.05565071,13.10429096,46.53655243,202.9175781,14.24809837,4972531,6.413182735,317
Subj_002YM_,Run_002YM_FAMILIAR,3366763,3367739,3367839,N,-1,-1,9999,-15.84130859,3.652891397,44.29827881,239.6695313,32.65432358,3367679,32.66136932,300
Subj_002YM_,Run_002YM_FAMILIAR,3391131,3392107,3393307,N,-1,3393107,4.84765625,-27.78711128,13.12695885,45.76928711,199.046875,4.917290211,3392871,5.071050644,304
Subj_002YM_,Run_002YM_FAMILIAR,3444603,3445579,3446779,N,-1,3446727,8.203222656,-19.18080902,12.63508606,44.62293243,241.7481445,1.008338332,3447031,13.03995228,306
Subj_002YM_,Run_002YM_FAMILIAR,3471675,3472651,-1,N,1,-1,9999,-1.028063059,3.06694293,45.8838768,197.3752441,48.01018524,3472351,50.46575928,310
Subj_002YM_,Run_002YM_FAMILIAR,3522071,3523047,3524247,N,1,3524347,15.19199219,-19.4433136,13.89109612,45.07590485,244.2984375,8.996637344,3524739,15.16938591,312
Subj_002YM_,Run_002YM_FAMILIAR,3549363,3550339,3551539,N,-1,3550443,17.13085938,-22.04216576,13.57830334,44.49264908,193.5507813,10.13516712,3552119,3.732416391,316
Subj_003YM_,Run_003YM_D1HF_T3IOB,6413689,6414417,6414665,N,-1,-1,9999,-1.141338706,0.957201958,46.64636993,202.375,47.05643463,6414373,47.15109634,301
Subj_003YM_,Run_003YM_D1HF_T3IOB,6438177,6439153,6440353,N,-1,-1,9999,-20.44513512,13.01125145,47.18039322,255.9917969,1.520574331,6440841,14.5449028,305
Subj_003YM_,Run_003YM_D1HF_T3IOB,-1,-1,-1,-1,0,-1,9999,100000,-100000,100000,100000,-100000,-1,-100000,-1
Subj_003YM_,Run_003YM_D2HH_T1BOI,7021813,7022561,7022789,N,-1,-1,9999,-1.307410359,-0.184368148,49.6684494,217.6621094,47.0977211,7022525,46.97191238,301
Subj_003YM_,Run_003YM_D2HH_T1BOI,7040861,7041685,7042885,N,-1,7043009,12.65625,-19.60795593,12.78569698,48.22703934,220.1914063,6.203413963,7043361,17.16758537,304
Subj_003YM_,Run_003YM_D2HH_T1BOI,7093597,7094573,7095773,N,-1,-1,9999,-14.07019043,12.35149765,45.39428711,247.3296875,1.748487234,7096005,16.30140305,306
Subj_003YM_,Run_003YM_D2HH_T1BOI,7120214,-1,-1,N,-1,-1,9999,-1.172391772,3.164277554,42.76141357,182.8242188,46.67629242,7120846,-100000,310
Subj_003YM_,Run_003YM_D2HH_T1BOI,7178470,7179446,7180646,N,-1,7179946,13.17539063,-14.37246609,12.87587738,45.19776917,246.9292969,1.706016302,7180918,17.43542671,314
Subj_003YM_,Run_003YM_D2HH_T1BOI,7201214,7202006,7202258,N,-1,-1,9999,-1.205850601,0.685522258,46.76055527,202.4566406,46.57072067,7201894,46.18754959,317
Subj_003YM_,Run_003YM_D3HS_T2OBI,7441714,7442642,7442862,N,1,-1,9999,-1.206667662,0.155556679,47.36635971,257.4648438,44.65163803,7442602,44.52020264,301
Subj_003YM_,Run_003YM_D3HS_T2OBI,7466202,7466994,7467238,7467122,-1,-1,9999,-1.184057355,0.425176829,46.35116959,199.0875,46.58847427,7466878,46.62036133,305
Subj_003YM_,Run_003YM_D3HS_T2OBI,7516635,7517363,7517611,N,-1,-1,9999,-1.212596536,0.358967543,46.91806793,202.173584,46.08158493,7517319,45.93249512,307
Subj_003YM_,Run_003YM_D3HS_T2OBI,7520939,7521915,7523115,N,-1,7523275,4.308081055,-16.53257751,12.53317642,47.11394501,256.6712402,2.244675159,7522727,19.23645973,308
Subj_003YM_,Run_003YM_D3HS_T2OBI,7593251,7593987,7594227,N,1,-1,9999,-1.237076283,0.152767166,48.22460556,207.4804688,46.40137863,7593939,46.23658752,313
Subj_003YM_,Run_003YM_D3HS_T2OBI,7617411,7618387,7619587,N,-1,7619379,10.80429688,-19.57100105,12.66234112,46.90563583,253.7945313,1.418037534,7619955,16.56950569,317
Subj_003YM_,Run_003YM_FAMILIAR,5962681,5963657,5964857,N,1,-1,9999,-22.14550591,11.32007122,46.78907394,253.0328125,6.849928856,5965357,10.05182362,300
Subj_003YM_,Run_003YM_FAMILIAR,5989425,5990401,-1,5990169,-1,-1,9999,-0.164700329,0.373966694,46.31658936,200.2890625,47.12088776,5990101,47.35204315,304
Subj_003YM_,Run_003YM_FAMILIAR,6039753,6040729,6041929,N,-1,-1,9999,-19.50107956,10.8994751,45.64681244,245.4869141,1.933451176,6042293,13.34638882,306
Subj_003YM_,Run_003YM_FAMILIAR,6068521,6069497,-1,N,-1,-1,9999,-1.934853554,2.062661648,46.68349075,201.6384277,46.71271515,6069197,45.7134285,310
Subj_003YM_,Run_003YM_FAMILIAR,6117722,6118698,-1,N,-1,-1,9999,-1.209431291,0.632090449,47.21343613,255.5669922,47.29363251,6118590,47.43183517,312
Subj_003YM_,Run_003YM_FAMILIAR,6142238,6143214,6144414,N,1,6144690,9.6328125,-23.19191742,13.64184284,47.23543549,205.4277344,3.981773853,6144966,5.664638519,316
Subj_004YM_,Run_004YM_D1HF_T1BIO,3949286,3950262,3951462,N,1,3951490,17.19921875,-27.08783531,12.20077324,44.46547699,194.9140625,9.817959785,3952038,6.124452114,301
Subj_004YM_,Run_004YM_D1HF_T1BIO,3976102,3977078,3978278,N,-1,3978330,11.93554688,-20.09566879,13.19197464,30.08918571,162.0957031,6.580073357,3978742,7.758315086,304
Subj_004YM_,Run_004YM_D1HF_T1BIO,4032374,4033350,4034550,N,-1,4034650,12.16611328,-21.18091583,11.7212162,46.16002274,251.7837891,6.300598145,4035034,15.89125824,306
Subj_004YM_,Run_004YM_D1HF_T1BIO,4063438,4064414,4065614,N,1,4065302,10.78588867,-27.11461449,10.8433857,33.31806946,144.1738281,5.151597023,4066194,4.018365383,310
Subj_004YM_,Run_004YM_D1HF_T1BIO,4128310,4129286,4130486,N,1,4130270,13.91757813,-19.87947464,11.57586384,41.44530869,227.2183594,7.655847073,4131042,14.75429726,314
Subj_004YM_,Run_004YM_D1HF_T1BIO,4154286,4155262,4156462,N,-1,4156374,7.14609375,-25.58923912,10.07418156,38.15518188,166.0894531,1.39984405,4156162,6.198063374,317
Subj_004YM_,Run_004YM_D2HS_T3OIB,4421362,4422338,4423538,N,-1,4423538,10.01171875,-28.33703995,10.67936993,43.9024353,191.171875,4.329412937,4424034,5.391449451,301
Subj_004YM_,Run_004YM_D2HS_T3OIB,4454154,4455130,4456330,N,1,4456270,11.62460938,-24.93370628,13.86566067,39.29944611,212.3472656,6.642187595,4457562,8.007541656,305
Subj_004YM_,Run_004YM_D2HS_T3OIB,4531466,4532242,4533442,N,1,-1,9999,-18.23960304,10.25107288,41.71844864,172.980957,6.855341434,4533934,9.175078392,310
Subj_004YM_,Run_004YM_D2HS_T3OIB,4540258,4541234,4542434,N,-1,4542018,11.90952148,-26.02379227,11.98311424,34.84427261,151.6280273,6.334390163,4542894,4.834005833,311
Subj_004YM_,Run_004YM_D2HS_T3OIB,4596738,4597714,4598914,N,1,4598774,13.58984375,-27.21806717,12.19225883,42.64700699,183.9707031,7.536659718,4599390,5.475975037,313
Subj_004YM_,Run_004YM_D2HS_T3OIB,4604586,4605562,4606762,N,-1,4606586,14.7515625,-19.49628639,11.94852924,43.10584641,235.8511719,8.420762062,4607322,12.92506313,314
Subj_004YM_,Run_004YM_D3HH_T2IBO,4864707,4865683,4866883,N,-1,4866871,17.37890625,-18.88770676,10.34848499,44.95464706,245.8476563,8.873444557,4867499,11.34987736,301
Subj_004YM_,Run_004YM_D3HH_T2IBO,4897723,4898699,4899899,N,-1,4900091,12.18125,-28.40578651,10.51457787,41.80016327,179.2808594,6.074306965,4900691,3.87490344,305
Subj_004YM_,Run_004YM_D3HH_T2IBO,4954139,4955115,4956315,N,-1,4956295,11.61816406,-27.01442337,10.46691132,45.38258362,196.9389648,5.661981106,4956755,4.810247421,307
Subj_004YM_,Run_004YM_D3HH_T2IBO,4962347,4963323,4964523,N,1,4964475,12.5776123,-18.78640175,11.80204296,43.08592606,233.6272949,6.823156834,4965079,12.72316742,308
Subj_004YM_,Run_004YM_D3HH_T2IBO,5039795,5040771,5041971,N,-1,5041811,10.45507813,-26.3302269,9.549715042,37.74805069,164.6035156,3.767904282,5042471,2.972403288,313
Subj_004YM_,Run_004YM_D3HH_T2IBO,5070419,5071395,5072595,N,1,5072459,11.81796875,-18.95298195,13.81333542,47.17256927,256.0894531,6.735508919,5073179,13.35791779,317
Subj_004YM_,Run_004YM_FAMILIAR,3484349,3485325,3486525,N,-1,3486389,4.409765625,-28.46842194,12.25009823,44.46654892,240.6089844,7.794886112,3486233,5.710168362,300
Subj_004YM_,Run_004YM_FAMILIAR,3513389,3514365,-1,N,-1,-1,9999,-1.274964213,0.49317506,48.80337524,211.234375,47.76066589,3514081,46.76839447,304
Subj_004YM_,Run_004YM_FAMILIAR,3564545,3565521,3566721,N,-1,3566741,15.33798828,-24.39907646,13.17961121,43.8311348,236.5201172,9.044129372,3567377,11.47230721,306
Subj_004YM_,Run_004YM_FAMILIAR,3593465,3594441,-1,N,-1,-1,9999,-1.190880895,0.723781586,45.83800888,199.6081543,45.06307983,3594161,44.20547485,310
Subj_004YM_,Run_004YM_FAMILIAR,3645361,3646337,3647541,N,-1,3647577,8.500585937,-27.86528587,12.80043602,44.36101151,240.9058594,1.897397161,3647889,9.652484894,312
Subj_004YM_,Run_004YM_FAMILIAR,3674021,3674997,3676197,N,-1,3675737,11.52734375,-30.54867554,10.87215614,46.25589371,201.1738281,5.675310135,3676641,5.224759102,316
Subj_005YM_,Run_005YM_D1HS_T2IBO,3242038,3243014,3244214,N,-1,-1,9999,-28.09361839,8.776628494,47.20317078,257.0742188,2.235173225,3244486,11.20104599,301
Subj_005YM_,Run_005YM_D1HS_T2IBO,3272758,3273734,3274934,N,-1,3273894,21.69101563,-27.11616707,9.700565338,42.1474762,181.9488281,9.787480354,3275634,2.793477535,305
Subj_005YM_,Run_005YM_D1HS_T2IBO,3328239,3329215,3330415,N,1,3329199,10.11694336,-30.3977108,10.39899826,46.01838684,199.1320801,4.235745907,3330919,0,307
Subj_005YM_,Run_005YM_D1HS_T2IBO,3336736,3337712,3338912,3336860,-1,3338484,12.22995605,-14.15949059,9.766839981,40.54946518,219.6529297,5.721748352,3340056,13.54934502,308
Subj_005YM_,Run_005YM_D1HS_T2IBO,3413637,3414613,3415813,3413789,-1,3414693,17.54101563,-29.22588348,11.43091488,48.80545044,209.8125,5.27491188,3416253,2.906223774,313
Subj_005YM_,Run_005YM_D1HS_T2IBO,3441325,3442301,3443501,N,1,3443521,3.605078125,-19.52263451,9.802929878,50.60055161,272.5992188,3.682303429,3443109,16.89356995,317
Subj_005YM_,Run_005YM_D2HH_T1BIO,3724243,3725219,3726419,3724387,-1,3725247,14.8125,-28.17860603,7.651587963,46.60636902,201.6699219,6.355336189,3727027,1.308566689,301
Subj_005YM_,Run_005YM_D2HH_T1BIO,3750043,3751019,3752219,N,-1,3751803,17.32226563,-14.10684204,9.568772316,30.88931847,164.1972656,8.254970551,3752863,6.630665302,304
Subj_005YM_,Run_005YM_D2HH_T1BIO,3805875,3806851,3808051,3806007,-1,3807711,14.87851562,-17.33299828,9.848817825,46.09154892,250.3946289,7.26738739,3808607,17.06615639,306
Subj_005YM_,Run_005YM_D2HH_T1BIO,3835603,3836579,3837779,3835715,-1,3836571,12.58496094,-27.21113396,9.374410629,37.84259033,160.847168,5.628299713,3838299,0,310
Subj_005YM_,Run_005YM_D2HH_T1BIO,3899975,3900951,3902151,N,1,3901871,11.78085938,-18.36240768,8.477730751,47.48377228,256.9957031,5.09339571,3902643,17.88687897,314
Subj_005YM_,Run_005YM_D2HH_T1BIO,3925215,3926191,3927391,N,1,3926295,13.9234375,-24.60730743,9.271295547,41.58841705,180.3570313,6.453322411,3927919,3.180321932,317
Subj_005YM_,Run_005YM_D3HF_T3OIB,4372497,4373473,4374673,4372621,-1,4373569,14.99414063,-27.19376373,9.266645432,45.9512291,197.9980469,7.061769962,4375265,2.729085207,301
Subj_005YM_,Run_005YM_D3HF_T3OIB,4403241,4404217,4405417,N,1,4404677,8.34140625,-17.31785202,9.748645782,45.3845253,245.2378906,1.158119678,4405749,17.91445732,305
Subj_005YM_,Run_005YM_D3HF_T3OIB,4480713,4481449,4482649,N,1,4482485,10.11157227,-14.05460072,10.0036974,42.16614914,172.8969727,3.996838093,4483057,16.50271606,310
Subj_005YM_,Run_005YM_D3HF_T3OIB,4489329,4490305,4491505,4489413,-1,4490489,11.20688477,-17.95929146,9.170332909,37.68826294,163.7828125,4.572336674,4491977,5.525764465,311
Subj_005YM_,Run_005YM_D3HF_T3OIB,4546881,4547857,4549057,4547001,-1,4547945,13.37890625,-27.31573868,10.15044212,44.4120369,192.5957031,6.715995312,4549557,3.55015111,313
Subj_005YM_,Run_005YM_D3HF_T3OIB,4555209,4556185,4557385,4555449,-1,4556549,10.98203125,-19.70156288,9.140011787,44.31747055,241.1890625,4.312713623,4557845,15.49437332,314
Subj_005YM_,Run_005YM_FAMILIAR,2762353,2763317,2763329,N,-1,-1,9999,-1.241440773,1.862468004,46.20042419,250.4332031,48.11894989,2763209,48.41620255,300
Subj_005YM_,Run_005YM_FAMILIAR,2785297,2786273,-1,N,1,-1,9999,-0.124924272,1.841493249,47.68640518,204.9707031,49.47211456,2785969,50.08263397,304
Subj_005YM_,Run_005YM_FAMILIAR,2831325,2832301,2833501,N,1,-1,9999,-27.65630531,8.014356613,48.19160461,260.6236328,4.894799709,2833929,8.226207733,306
Subj_005YM_,Run_005YM_FAMILIAR,2863413,2864389,-1,2863593,1,-1,9999,0.039846815,1.465441227,45.11380005,195.177002,47.22030258,2864081,47.61961365,310
Subj_005YM_,Run_005YM_FAMILIAR,2912581,2913557,2914757,N,-1,2914765,9.703710937,-26.27814865,10.24611568,44.25960541,240.1734375,3.697789907,2915145,10.11458778,312
Subj_005YM_,Run_005YM_FAMILIAR,2940873,-1,-1,N,1,-1,9999,0.313776016,1.724803567,47.12496185,203.9140625,49.41349792,2941545,-100000,316
Subj_006YM_,Run_006YM_D1HS_T3OIB,3482936,3483656,3483912,N,1,-1,9999,-1.228292227,1.414441466,49.49911118,214.59375,50.36961746,3483620,50.5126152,301
Subj_006YM_,Run_006YM_D1HS_T3OIB,3505472,3506448,3507648,N,-1,-1,9999,-24.64049339,10.34169483,45.78913498,249.3160156,2.028994799,3507712,9.889446259,305
Subj_006YM_,Run_006YM_D1HS_T3OIB,3575192,3575904,3577104,N,-1,-1,9999,-18.76255035,9.803926468,42.84591675,174.3193359,2.238079309,3577360,13.10725975,310
Subj_006YM_,Run_006YM_D1HS_T3OIB,3583368,3584344,3585544,N,-1,3585684,2.494726563,-20.32098579,9.941745758,39.88765335,173.1116699,3.034081936,3585064,4.752668381,311
Subj_006YM_,Run_006YM_D1HS_T3OIB,3635704,3636420,3636680,N,-1,-1,9999,-1.187566638,1.763046265,48.37374115,209.3027344,49.15084839,3636388,49.29820633,313
Subj_006YM_,Run_006YM_D1HS_T3OIB,3639992,3640968,3642168,3640072,-1,-1,9999,-19.68704987,9.228228569,46.84114456,254.4585938,3.425894737,3641976,16.05875969,314
Subj_006YM_,Run_006YM_D2HF_T2IBO,4012052,4013028,4014228,N,-1,-1,9999,-17.62356949,10.38727188,45.84671021,249.9199219,3.722858906,4014596,15.28274059,301
Subj_006YM_,Run_006YM_D2HF_T2IBO,4039540,4040516,4041716,N,-1,-1,9999,-27.72729874,10.38474941,46.97401428,202.9175781,1.463950753,4041316,6.029432774,305
Subj_006YM_,Run_006YM_D2HF_T2IBO,4092084,4092784,4093060,N,-1,-1,9999,-1.124255657,1.739582658,45.58153915,197.9306641,47.4367218,4092764,47.53256607,307
Subj_006YM_,Run_006YM_D2HF_T2IBO,4096908,4097884,4099084,N,-1,-1,9999,-14.14407825,10.17206478,43.7974472,238.7111572,1.607362747,4098860,15.56082821,308
Subj_006YM_,Run_006YM_D2HF_T2IBO,4168468,4169444,4170644,N,-1,4169572,4.9140625,-28.05930901,11.21880245,50.45612335,218.8515625,7.312357426,4169432,6.652968407,313
Subj_006YM_,Run_006YM_D2HF_T2IBO,4195620,4196596,4197796,4195648,-1,4197208,-2.172265625,-17.5914669,9.947054863,50.1507225,272.040625,11.07489681,4196852,22.55952835,317
Subj_006YM_,Run_006YM_D3HH_T1BIO,4416815,4417535,4417791,N,-1,-1,9999,-1.101648092,2.395597219,45.15871048,197.1289063,46.12443542,4417503,46.32897949,301
Subj_006YM_,Run_006YM_D3HH_T1BIO,4435948,4436784,4437984,N,-1,-1,9999,-14.19801044,11.28691959,46.91317368,218.5292969,3.465985775,4437976,16.268116,304
Subj_006YM_,Run_006YM_D3HH_T1BIO,4487016,4487992,4489192,N,-1,4488556,8.383886719,-17.97332573,10.26235485,48.62366867,263.2061523,1.307962656,4489596,19.96045303,306
Subj_006YM_,Run_006YM_D3HH_T1BIO,4515832,-1,-1,N,-1,-1,9999,0.015731886,3.483928204,36.40398407,155.2487793,42.39637375,4516448,-100000,310
Subj_006YM_,Run_006YM_D3HH_T1BIO,4571456,4572432,4573632,4571584,-1,4572936,-5.480859375,-20.8121109,10.32152843,48.22489166,261.4566406,13.42141056,4572560,20.47197914,314
Subj_006YM_,Run_006YM_D3HH_T1BIO,4594848,4595824,4597024,N,-1,4596092,-1.6078125,-20.54234695,11.13886547,45.17096329,195.8609375,11.69749355,4595772,9.082082748,317
Subj_006YM_,Run_006YM_FAMILIAR,3022515,3023491,3023503,N,-1,-1,9999,-4.99352169,1.183685184,44.89163208,242.8550781,45.02286148,3023387,45.25615692,300
Subj_006YM_,Run_006YM_FAMILIAR,3046707,3047683,-1,3046875,1,-1,9999,-1.21916151,0.609365702,47.20353699,204.0546875,47.87126923,3047387,47.21371078,304
Subj_006YM_,Run_006YM_FAMILIAR,-1,-1,-1,-1,0,-1,9999,100000,-100000,100000,100000,-100000,-1,-100000,-1
Subj_006YM_,Run_006YM_FAMILIAR,3095370,3096346,3096362,N,-1,-1,9999,-8.026115417,2.749058008,46.17334366,249.3238281,46.77216339,3096246,47.53937912,306
Subj_006YM_,Run_006YM_FAMILIAR,3121890,3122866,-1,N,-1,-1,9999,-0.65640527,0.643859446,45.85399628,198.0690918,47.00689697,3122562,46.69221497,310
Subj_006YM_,Run_006YM_FAMILIAR,3170257,3171233,-1,N,-1,-1,9999,-11.54336548,2.186213017,47.57862854,257.1412109,43.33139038,3171185,43.62566376,312
Subj_006YM_,Run_006YM_FAMILIAR,3194853,3195829,-1,N,-1,-1,9999,-4.318787575,1.820103765,46.42338181,199.6484375,47.31498718,3195533,47.07917023,316
Subj_007YM_,Run_007YM_D1HH_T1BOI,6503013,6503989,6505189,N,-1,6505069,7.83984375,-28.55281067,10.46891117,43.55373383,191.0019531,0.60253185,6505017,7.231179714,301
Subj_007YM_,Run_007YM_D1HH_T1BOI,6525637,6526493,6527693,N,-1,-1,9999,-22.65275383,11.63489246,46.01253891,219.453125,7.783234119,6528337,7.45018816,304
Subj_007YM_,Run_007YM_D1HH_T1BOI,6583325,6584301,6585501,N,-1,6585177,15.29501953,-17.80793953,9.942196846,42.94860077,234.184668,7.539237499,6586145,14.05634117,306
